x	y	t	particle
1282.3080251	-798.745294862	10950000000.0	0
1290.57859004	-799.56230953	11115909090.9	0
1298.7868739	-800.370145147	11281818181.8	0
1306.93421772	-801.168998633	11447727272.7	0
1315.02191663	-801.95906088	11613636363.6	0
1323.05121944	-802.740516833	11779545454.5	0
1331.02333135	-803.513545764	11945454545.5	0
1338.93941782	-804.278321601	12111363636.4	0
1346.8006051	-805.035013065	12277272727.3	0
1354.60798164	-805.783783835	12443181818.2	0
1362.36260051	-806.524792804	12609090909.1	0
1370.06548164	-807.258194315	12775000000.0	0
1377.71761198	-807.984138228	12940909090.9	0
1385.3199473	-808.702770122	13106818181.8	0
1392.8734144	-809.414231494	13272727272.7	0
1400.37891158	-810.118659864	13438636363.6	0
1407.8373097	-810.816188916	13604545454.5	0
1415.24945381	-811.50694867	13770454545.5	0
1422.61616435	-812.191065639	13936363636.4	0
1429.93823755	-812.868662891	14102272727.3	0
1437.21644666	-813.539860195	14268181818.2	0
1444.45154357	-814.204774179	14434090909.1	0
1451.64425863	-814.863518377	14600000000.0	0
1458.79530158	-815.516203334	14765909090.9	0
1465.90536223	-816.162936702	14931818181.8	0
1472.97511172	-816.803823378	15097727272.7	0
1480.00520472	-817.438965712	15263636363.6	0
1486.99627747	-818.068463389	15429545454.5	0
1493.94894924	-818.692413575	15595454545.5	0
1500.86382284	-819.310910995	15761363636.4	0
1507.74148591	-819.924048066	15927272727.3	0
1514.5825119	-820.531915004	16093181818.2	0
1521.38745906	-821.134599774	16259090909.1	0
1528.15687155	-821.732188201	16425000000.0	0
209.6592583	-697.4118095	0.0	1
326.343866802	-669.726171446	165909090.909	1
379.155663802	-659.159899985	331818181.818	1
420.033387113	-651.694723886	497727272.727	1
454.723038924	-645.789563782	663636363.636	1
485.452990977	-640.850764466	829545454.545	1
513.36613808	-636.576308566	995454545.455	1
539.141230749	-632.788530708	1161363636.36	1
563.220353059	-629.372966314	1327272727.27	1
585.910482198	-626.251095522	1493181818.18	1
607.43506565	-623.36652667	1659090909.09	1
627.96276336	-620.677312347	1825000000.0	1
647.624603486	-618.151373131	1990909090.91	1
666.524794325	-615.763620543	2156818181.82	1
684.747842945	-613.494068039	2322727272.73	1
702.363421412	-611.326543194	2488636363.64	1
719.429783222	-609.247786794	2654545454.55	1
735.996234419	-607.24680318	2820454545.45	1
752.104951891	-605.314384246	2986363636.36	1
767.792357381	-603.442751085	3152272727.27	1
783.090167364	-601.625281374	3318181818.18	1
798.026207652	-599.85629894	3484090909.09	1
812.625055638	-598.130908585	3650000000.0	1
826.90855204	-596.444865262	3815909090.91	1
840.896215127	-594.794468713	3981818181.82	1
854.605570524	-593.176480241	4147727272.73	1
868.052434437	-591.588051512	4313636363.64	1
881.251137877	-590.026668663	4479545454.55	1
894.21471759	-588.49010503	4645454545.45	1
906.955076632	-586.97638177	4811363636.36	1
919.483119826	-585.483734793	4977272727.27	1
931.808868435	-584.010587056	5143181818.18	1
943.941558909	-582.555524897	5309090909.09	1
955.889728447	-581.117277738	5475000000.0	1
967.661287106	-579.694701167	5640909090.91	1
979.263580038	-578.286762482	5806818181.82	1
990.703447694	-576.892526625	5972727272.73	1
1001.98727035	-575.511146217	6138636363.64	1
1013.12101239	-574.141851514	6304545454.55	1
1024.11026019	-572.783941941	6470454545.45	1
1034.96025447	-571.436779003	6636363636.36	1
1045.67592156	-570.099779434	6802272727.27	1
1056.26189786	-568.772410005	6968181818.18	1
1066.72255555	-567.454181986	7134090909.09	1
1077.0620218	-566.144647189	7300000000.0	1
1087.28419952	-564.843393622	7465909090.91	1
1097.3927837	-563.550042178	7631818181.82	1
1107.39127711	-562.264243493	7797727272.73	1
1117.28300134	-560.985675884	7963636363.64	1
1127.07111589	-559.71404131	8129545454.55	1
1136.75862458	-558.449064416	8295454545.45	1
1146.34838684	-557.190490339	8461363636.36	1
1155.84313021	-555.938082197	8627272727.27	1
1165.2454547	-554.691620564	8793181818.18	1
1174.55784465	-553.45090112	8959090909.09	1
1183.78267429	-552.215733773	9125000000.0	1
1192.92221411	-550.985941568	9290909090.91	1
1201.97863911	-549.761359107	9456818181.82	1
1210.95403216	-548.541832167	9622727272.73	1
1219.85039109	-547.327216421	9788636363.64	1
1228.669633	-546.117376752	9954545454.55	1
1237.41359834	-544.912186659	10120454545.5	1
1246.08405631	-543.711527305	10286363636.4	1
1254.6827076	-542.515287198	10452272727.3	1
1263.21118909	-541.323361381	10618181818.2	1
1271.67107679	-540.135651042	10784090909.1	1
1280.06388786	-538.952063314	10950000000.0	1
1288.39108402	-537.77251074	11115909090.9	1
1296.65407757	-536.596910166	11281818181.8	1
1304.85423015	-535.425183235	11447727272.7	1
1312.99285542	-534.257255992	11613636363.6	1
1321.07122289	-533.093058258	11779545454.5	1
1329.09056044	-531.932523262	11945454545.5	1
1337.05205418	-530.775587846	12111363636.4	1
1344.95685105	-529.622192081	12277272727.3	1
1352.80606217	-528.472278709	12443181818.2	1
1360.60076299	-527.325793269	12609090909.1	1
1368.34199465	-526.182683955	12775000000.0	1
1376.03076607	-525.042901316	12940909090.9	1
1383.66805603	-523.906397961	13106818181.8	1
1391.25481314	-522.773128687	13272727272.7	1
1398.7919574	-521.643050279	13438636363.6	1
1406.28038218	-520.516121241	13604545454.5	1
1413.72095477	-519.392301778	13770454545.5	1
1421.11451715	-518.27155375	13936363636.4	1
1428.46188728	-517.153840521	14102272727.3	1
1435.76386052	-516.039126758	14268181818.2	1
1443.02120981	-514.9273785	14434090909.1	1
1450.23468664	-513.818563051	14600000000.0	1
1457.40502248	-512.712648804	14765909090.9	1
1464.53292913	-511.609605242	14931818181.8	1
1471.61909903	-510.509402946	15097727272.7	1
1478.66420607	-509.412013515	15263636363.6	1
1485.66890616	-508.317409536	15429545454.5	1
1492.63383945	-507.225564248	15595454545.5	1
1499.55962992	-506.136451679	15761363636.4	1
1506.44688509	-505.050046742	15927272727.3	1
1513.29619708	-503.966325113	16093181818.2	1
1520.10814305	-502.885263201	16259090909.1	1
1526.88328683	-501.806837923	16425000000.0	1
208.660254	-695.0	0.0	2
313.971652494	-638.305983661	165909090.909	2
362.127722241	-614.812176573	331818181.818	2
399.633173273	-597.475326756	497727272.727	2
431.624287526	-583.295541851	663636363.636	2
460.090148035	-571.108210361	829545454.545	2
486.049389444	-560.3159394	995454545.455	2
510.106027623	-550.564211545	1161363636.36	2
532.652847081	-541.62250957	1327272727.27	2
553.962157016	-533.331185686	1493181818.18	2
574.231856717	-525.574449602	1659090909.09	2
593.611092748	-518.26529853	1825000000.0	2
612.215562801	-511.336513244	1990909090.91	2
630.137154252	-504.734977483	2156818181.82	2
647.450287183	-498.417933384	2322727272.73	2
664.216245592	-492.35042001	2488636363.64	2
680.486217194	-486.503472471	2654545454.55	2
696.303489625	-480.852818751	2820454545.45	2
711.705064984	-475.377919834	2986363636.36	2
726.722879208	-470.06124383	3152272727.27	2
741.384732531	-464.887710911	3318181818.18	2
755.715010876	-459.844262559	3484090909.09	2
769.735253737	-454.91952189	3650000000.0	2
783.464606421	-450.103522617	3815909090.91	2
796.920185443	-445.387490088	3981818181.82	2
810.117369287	-440.763666675	4147727272.73	2
823.070047466	-436.225162136	4313636363.64	2
835.790817706	-431.76583505	4479545454.55	2
848.291153354	-427.380192117	4645454545.45	2
860.581544488	-423.063303245	4811363636.36	2
872.671615988	-418.810730516	4977272727.27	2
884.570227822	-414.618467855	5143181818.18	2
896.285561131	-410.482889295	5309090909.09	2
907.825192667	-406.40070428	5475000000.0	2
919.196158296	-402.368919547	5640909090.91	2
930.405005298	-398.384807834	5806818181.82	2
941.457846373	-394.445875658	5972727272.73	2
952.360396644	-390.549841231	6138636363.64	2
963.118013048	-386.694611021	6304545454.55	2
973.735726118	-382.87826097	6470454545.45	2
984.218268466	-379.099019692	6636363636.36	2
994.570101235	-375.355252919	6802272727.27	2
1004.79543542	-371.645451074	6968181818.18	2
1014.89825355	-367.968216617	7134090909.09	2
1024.88232648	-364.322254403	7300000000.0	2
1034.75123082	-360.706361587	7465909090.91	2
1044.50836314	-357.11941956	7631818181.82	2
1054.15695281	-353.56038672	7797727272.73	2
1063.70007287	-350.028292385	7963636363.64	2
1073.14065462	-346.522228462	8129545454.55	2
1082.48149311	-343.041346701	8295454545.45	2
1091.7252591	-339.584851934	8461363636.36	2
1100.87450575	-336.15199857	8627272727.27	2
1109.93167609	-332.742086584	8793181818.18	2
1118.89911107	-329.354457126	8959090909.09	2
1127.77905403	-325.988490374	9125000000.0	2
1136.57365824	-322.643601445	9290909090.91	2
1145.28499083	-319.319238522	9456818181.82	2
1153.91503849	-316.014879905	9622727272.73	2
1162.46571187	-312.730031798	9788636363.64	2
1170.93884934	-309.464226547	9954545454.55	2
1179.33622163	-306.217020294	10120454545.5	2
1187.65953461	-302.987991748	10286363636.4	2
1195.9104336	-299.776740015	10452272727.3	2
1204.09050555	-296.582883726	10618181818.2	2
1212.20128155	-293.406059961	10784090909.1	2
1220.24424131	-290.245921956	10950000000.0	2
1228.22081491	-287.102138442	11115909090.9	2
1236.13238419	-283.974393248	11281818181.8	2
1243.980286	-280.862383679	11447727272.7	2
1251.76581458	-277.765819489	11613636363.6	2
1259.49022231	-274.684422798	11779545454.5	2
1267.15472218	-271.617926964	11945454545.5	2
1274.76049025	-268.566075454	12111363636.4	2
1282.30866607	-265.52862192	12277272727.3	2
1289.8003546	-262.505329402	12443181818.2	2
1297.23662831	-259.495969389	12609090909.1	2
1304.61852773	-256.500321776	12775000000.0	2
1311.94706289	-253.518174342	12940909090.9	2
1319.22321504	-250.549321972	13106818181.8	2
1326.44793738	-247.593566518	13272727272.7	2
1333.62215604	-244.650716482	13438636363.6	2
1340.74677156	-241.720586457	13604545454.5	2
1347.82265968	-238.802996886	13770454545.5	2
1354.85067211	-235.897773865	13936363636.4	2
1361.83163771	-233.004748658	14102272727.3	2
1368.76636331	-230.123757441	14268181818.2	2
1375.65563417	-227.254641311	14434090909.1	2
1382.50021475	-224.397246011	14600000000.0	2
1389.30084977	-221.55142154	14765909090.9	2
1396.05826553	-218.71702159	14931818181.8	2
1402.77316936	-215.893904027	15097727272.7	2
1409.44625068	-213.08193052	15263636363.6	2
1416.07818156	-210.280966334	15429545454.5	2
1422.66961803	-207.490879853	15595454545.5	2
1429.22119977	-204.71154284	15761363636.4	2
1435.73355078	-201.942830242	15927272727.3	2
1442.20727993	-199.184620042	16093181818.2	2
1448.64298192	-196.436792887	16259090909.1	2
1455.04123733	-193.699232189	16425000000.0	2
207.0710678	-692.9289322	0.0	3
293.762020641	-611.055143259	165909090.909	3
333.956062868	-576.181196281	331818181.818	3
365.551001637	-550.101492084	497727272.727	3
392.719179033	-528.5664101	663636363.636	3
417.071634956	-509.921597363	829545454.545	3
439.430664839	-493.315623858	995454545.455	3
460.282020195	-478.241286799	1161363636.36	3
479.940269798	-464.367356715	1327272727.27	3
498.62249699	-451.463355745	1493181818.18	3
516.485695573	-439.361264778	1659090909.09	3
533.647560582	-427.93416219	1825000000.0	3
550.198887183	-417.083440156	1990909090.91	3
566.211372159	-406.73073133	2156818181.82	3
581.742741241	-396.812582323	2322727272.73	3
596.840239879	-387.276812558	2488636363.64	3
611.543090527	-378.079940216	2654545454.55	3
625.88425813	-369.185324411	2820454545.45	3
639.891752553	-360.561788027	2986363636.36	3
653.589605805	-352.182579263	3152272727.27	3
666.99861713	-344.02457536	3318181818.18	3
680.13693146	-336.067661112	3484090909.09	3
693.020494383	-328.294236972	3650000000.0	3
705.66341223	-320.68882707	3815909090.91	3
718.078241921	-313.237761595	3981818181.82	3
730.276225846	-305.928917475	4147727272.73	3
742.267484314	-298.751504268	4313636363.64	3
754.061173827	-291.695886474	4479545454.55	3
765.665617909	-284.753435362	4645454545.45	3
777.088418323	-277.916402001	4811363636.36	3
788.336547371	-271.177810615	4977272727.27	3
799.416425754	-264.53136769	5143181818.18	3
810.333989098	-257.971383515	5309090909.09	3
821.094744807	-251.492704386	5475000000.0	3
831.703820889	-245.090653602	5640909090.91	3
842.166007739	-238.760980301	5806818181.82	3
852.485794717	-232.499814256	5972727272.73	3
862.667400178	-226.30362795	6138636363.64	3
872.714800921	-220.169199437	6304545454.55	3
882.631754213	-214.093583559	6470454545.45	3
892.421820015	-208.074083256	6636363636.36	3
902.088378216	-202.108226409	6802272727.27	3
911.634645307	-196.193743576	6968181818.18	3
921.063688482	-190.328548736	7134090909.09	3
930.37843787	-184.510722295	7300000000.0	3
939.581698132	-178.738495059	7465909090.91	3
948.676157803	-173.010234812	7631818181.82	3
957.664398408	-167.324433312	7797727272.73	3
966.548902159	-161.679695136	7963636363.64	3
975.332058759	-156.074727669	8129545454.55	3
984.016171634	-150.508331868	8295454545.45	3
992.60346412	-144.979393278	8461363636.36	3
1001.09608413	-139.486874895	8627272727.27	3
1009.49610813	-134.029810876	8793181818.18	3
1017.8055463	-128.607299195	8959090909.09	3
1026.02634517	-123.218497285	9125000000.0	3
1034.16039185	-117.862615961	9290909090.91	3
1042.2095166	-112.538915258	9456818181.82	3
1050.17549584	-107.246699959	9622727272.73	3
1058.06005464	-101.985315965	9788636363.64	3
1065.86486907	-96.7541467247	9954545454.55	3
1073.59156837	-91.5526100734	10120454545.5	3
1081.24173693	-86.3801553267	10286363636.4	3
1088.81691616	-81.2362606898	10452272727.3	3
1096.31860614	-76.1204308922	10618181818.2	3
1103.74826724	-71.0321949878	10784090909.1	3
1111.10732159	-65.9711043979	10950000000.0	3
1118.39715457	-60.9367310006	11115909090.9	3
1125.61911596	-55.9286656381	11281818181.8	3
1132.77452112	-50.9465166151	11447727272.7	3
1139.86465231	-45.9899081599	11613636363.6	3
1146.89075966	-41.0584793918	11779545454.5	3
1153.85406223	-36.1518831291	11945454545.5	3
1160.75574906	-31.2697847509	12111363636.4	3
1167.59697992	-26.4118614101	12277272727.3	3
1174.37888631	-21.577801095	12443181818.2	3
1181.10257231	-16.7673018034	12609090909.1	3
1187.76911532	-11.9800709637	12775000000.0	3
1194.3795669	-7.21582469144	12940909090.9	3
1200.93495352	-2.47428718585	13106818181.8	3
1207.43627717	2.24480974738	13272727272.7	3
1213.88451612	6.94172725944	13438636363.6	3
1220.28062556	11.6167198998	13604545454.5	3
1226.62553826	16.2700359327	13770454545.5	3
1232.92016517	20.9019178029	13936363636.4	3
1239.16539601	25.5126024599	14102272727.3	3
1245.36209982	30.1023216705	14268181818.2	3
1251.5111255	34.6713023287	14434090909.1	3
1257.61330243	39.2197666694	14600000000.0	3
1263.66944089	43.7479324847	14765909090.9	3
1269.68033265	48.2560134713	14931818181.8	3
1275.64675141	52.744219427	15097727272.7	3
1281.56945327	57.2127563553	15263636363.6	3
1287.44917719	61.6618264321	15429545454.5	3
1293.28664547	66.091628507	15595454545.5	3
1299.08256421	70.5023581541	15761363636.4	3
1304.83762367	74.8942077795	15927272727.3	3
1310.55249861	79.2673665937	16093181818.2	3
1316.22784881	83.6220209233	16259090909.1	3
1321.86431939	87.9583542798	16425000000.0	3
205.0	-691.339746	0.0	4
266.986164212	-589.909839768	165909090.909	4
296.307140398	-546.035957065	331818181.818	4
319.689517366	-512.975461837	497727272.727	4
340.06214777	-485.527351612	663636363.636	4
358.551068004	-461.665515845	829545454.545	4
375.728038035	-440.34601007	995454545.455	4
391.928681744	-420.945913274	1161363636.36	4
407.368681211	-403.057542524	1327272727.27	4
422.195531512	-386.39642141	1493181818.18	4
436.514757705	-370.754470458	1659090909.09	4
450.404491499	-355.973873966	1825000000.0	4
463.924148601	-341.931457833	1990909090.91	4
477.119883493	-328.528827656	2156818181.82	4
490.028174577	-315.685858518	2322727272.73	4
502.678263757	-303.336245836	2488636363.64	4
515.093867812	-291.424369844	2654545454.55	4
527.294411321	-279.903027163	2820454545.45	4
539.2959323	-268.731756265	2986363636.36	4
551.111764523	-257.875570862	3152272727.27	4
562.753056398	-247.303991845	3318181818.18	4
574.229173679	-236.990293284	3484090909.09	4
585.548016015	-226.910906925	3650000000.0	4
596.716268271	-217.044947559	3815909090.91	4
607.739603264	-207.373828961	3981818181.82	4
618.622846748	-197.880950184	4147727272.73	4
629.370112309	-188.55143816	4313636363.64	4
639.984913446	-179.371933317	4479545454.55	4
650.470257089	-170.330410125	4645454545.45	4
660.828722359	-161.416025495	4811363636.36	4
671.062527558	-152.618989507	4977272727.27	4
681.173586333	-143.930456401	5143181818.18	4
691.163557718	-135.342427113	5309090909.09	4
701.033887765	-126.847667695	5475000000.0	4
710.785846209	-118.439636726	5640909090.91	4
720.42055839	-110.112421275	5806818181.82	4
729.939033226	-101.86068026	5972727272.73	4
739.342187442	-93.6795942257	6138636363.64	4
748.630866905	-85.5648200328	6304545454.55	4
757.805865307	-77.512449873	6470454545.45	4
766.867940593	-69.5189743126	6636363636.36	4
775.81782899	-61.5812488466	6802272727.27	4
784.656257855	-53.6964618773	6968181818.18	4
793.383955824	-45.8621074298	7134090909.09	4
802.001662327	-38.0759580207	7300000000.0	4
810.510135057	-30.3360410513	7465909090.91	4
818.910156664	-22.6406156511	7631818181.82	4
827.20253988	-14.9881519846	7797727272.73	4
835.38813183	-7.37731157521	7963636363.64	4
843.467817254	0.193070916892	8129545454.55	4
851.442520799	7.72400453694	8295454545.45	4
859.313208581	15.2163579058	8461363636.36	4
867.080888966	22.6708739003	8627272727.27	4
874.746612686	30.0881832886	8793181818.18	4
882.311472407	37.4688174687	8959090909.09	4
889.776601731	44.8132200845	9125000000.0	4
897.1431738	52.121757938	9290909090.91	4
904.412399477	59.3947309369	9456818181.82	4
911.585525232	66.6323812778	9622727272.73	4
918.663830718	73.8349017988	9788636363.64	4
925.64862619	81.0024436533	9954545454.55	4
932.541249732	88.1351232532	10120454545.5	4
939.343064346	95.2330285381	10286363636.4	4
946.055454958	102.296224604	10452272727.3	4
952.679825465	109.324758812	10618181818.2	4
959.217595777	116.318665325	10784090909.1	4
965.670198725	123.277969059	10950000000.0	4
972.039077136	130.202689201	11115909090.9	4
978.325681059	137.092842323	11281818181.8	4
984.531464986	143.948445015	11447727272.7	4
990.657885169	150.769516217	11613636363.6	4
996.706397109	157.556079106	11779545454.5	4
1002.67845316	164.308162826	11945454545.5	4
1008.57550026	171.025803722	12111363636.4	4
1014.39897785	177.709046568	12277272727.3	4
1020.15031589	184.357945312	12443181818.2	4
1025.83093305	190.972563837	12609090909.1	4
1031.44223505	197.552976354	12775000000.0	4
1036.9856131	204.099267792	12940909090.9	4
1042.46244257	210.611533942	13106818181.8	4
1047.87408172	217.089881534	13272727272.7	4
1053.22187061	223.534428184	13438636363.6	4
1058.50713006	229.945302328	13604545454.5	4
1063.73116084	236.322642883	13770454545.5	4
1068.89524303	242.666598683	13936363636.4	4
1074.00063521	248.977328693	14102272727.3	4
1079.0485739	255.255001713	14268181818.2	4
1084.04027344	261.499795203	14434090909.1	4
1088.97692538	267.711895343	14600000000.0	4
1093.8596981	273.891496922	14765909090.9	4
1098.68973703	280.038802089	14931818181.8	4
1103.46816433	286.154020211	15097727272.7	4
1108.19607854	292.237367805	15263636363.6	4
1112.87455511	298.289067426	15429545454.5	4
1117.50464628	304.309347375	15595454545.5	4
1122.0873809	310.298441538	15761363636.4	4
1126.623765	316.256588542	15927272727.3	4
1131.11478191	322.184031371	16093181818.2	4
1135.56139217	328.081017163	16259090909.1	4
1139.96453413	333.947796567	16425000000.0	4
202.5881905	-690.3407417	0.0	5
235.414286151	-576.443043933	165909090.909	5
251.575839389	-526.701822126	331818181.818	5
264.839587057	-489.030227426	497727272.727	5
276.703242197	-457.636323417	663636363.636	5
287.739557183	-430.264779664	829545454.545	5
298.237618099	-405.753904119	995454545.455	5
308.365874476	-383.410577022	1161363636.36	5
318.231559863	-362.781086233	1327272727.27	5
327.907111017	-343.548670088	1493181818.18	5
337.443533593	-325.481407771	1659090909.09	5
346.877822561	-308.403142306	1825000000.0	5
356.237376812	-292.176097977	1990909090.91	5
365.542772092	-276.689910788	2156818181.82	5
374.809582976	-261.854389989	2322727272.73	5
384.049622341	-247.59457198	2488636363.64	5
393.271811212	-233.8472347	2654545454.55	5
402.482805212	-220.558377523	2820454545.45	5
411.687454789	-207.681360745	2986363636.36	5
420.889151432	-195.175500042	3152272727.27	5
430.090090914	-183.004992324	3318181818.18	5
439.291476729	-171.138080036	3484090909.09	5
448.493679547	-159.546392103	3650000000.0	5
457.696362777	-148.204420377	3815909090.91	5
466.898583229	-137.089095746	3981818181.82	5
476.09887166	-126.179445823	4147727272.73	5
485.295297736	-115.456313962	4313636363.64	5
494.485523009	-104.902128272	4479545454.55	5
503.666843931	-94.5007101888	4645454545.45	5
512.836227274	-84.2371153131	4811363636.36	5
521.99033898	-74.0975016142	4977272727.27	5
531.1255685	-64.0690183168	5143181818.18	5
540.238048863	-54.1397142746	5309090909.09	5
549.323673786	-44.2984617544	5475000000.0	5
558.378112605	-34.534893411	5640909090.91	5
567.396823615	-24.8393508178	5806818181.82	5
576.375066513	-15.2028429049	5972727272.73	5
585.307914584	-5.61701308322	6138636363.64	5
594.190267058	3.925886116	6304545454.55	5
603.016862281	13.4330117868	6470454545.45	5
611.782292387	22.9109439511	6636363636.36	5
620.481019456	32.3656936509	6802272727.27	5
629.107394219	41.8027073806	6968181818.18	5
637.655677238	51.2268680129	7134090909.09	5
646.120063204	60.6424935949	7300000000.0	5
654.494708474	70.0533344663	7465909090.91	5
662.773762215	79.4625698059	7631818181.82	5
670.951400887	88.8728045182	7797727272.73	5
679.021866422	98.2860674332	7963636363.64	5
686.979507433	107.703811731	8129545454.55	5
694.818823261	117.126918638	8295454545.45	5
702.534510345	126.555705446	8461363636.36	5
710.121510371	135.989938531	8627272727.27	5
717.575055338	145.428850962	8793181818.18	5
724.890716424	154.871167384	8959090909.09	5
732.064448712	164.315134757	9125000000.0	5
739.092631854	173.758558937	9290909090.91	5
745.972105441	183.198845811	9456818181.82	5
752.700202472	192.633051972	9622727272.73	5
759.274770981	202.057934807	9788636363.64	5
765.694190045	211.470006664	9954545454.55	5
771.957376703	220.865590053	10120454545.5	5
778.063787432	230.240876118	10286363636.4	5
784.01340959	239.591980141	10452272727.3	5
789.806744867	248.9149949	10618181818.2	5
795.444786979	258.206040977	10784090909.1	5
800.928998048	267.461315109	10950000000.0	5
806.261265778	276.677128029	11115909090.9	5
811.443873601	285.849942564	11281818181.8	5
816.479457967	294.976404642	11447727272.7	5
821.370966482	304.053363562	11613636363.6	5
826.121617465	313.0778977	11779545454.5	5
830.734856316	322.047319233	11945454545.5	5
835.214316161	330.959191336	12111363636.4	5
839.563778124	339.811324708	12277272727.3	5
843.78713541	348.601782289	12443181818.2	5
847.888358195	357.328872753	12609090909.1	5
851.87146372	365.991147034	12775000000.0	5
855.740488062	374.587382585	12940909090.9	5
859.499460527	383.116582381	13106818181.8	5
863.152381984	391.577956031	13272727272.7	5
866.70320581	399.970910779	13438636363.6	5
870.155821844	408.295034998	13604545454.5	5
873.514042488	416.550086464	13770454545.5	5
876.781592037	424.735976799	13936363636.4	5
879.962096989	432.852759528	14102272727.3	5
883.05907986	440.900615422	14268181818.2	5
886.075953051	448.8798409	14434090909.1	5
889.016015734	456.790835179	14600000000.0	5
891.882451051	464.634089303	14765909090.9	5
894.678327225	472.410173967	14931818181.8	5
897.406593061	480.119731816	15097727272.7	5
900.070082265	487.763466599	15263636363.6	5
902.671513812	495.342134754	15429545454.5	5
905.213492423	502.856538039	15595454545.5	5
907.698514107	510.307515879	15761363636.4	5
910.128965478	517.695938991	15927272727.3	5
912.507129431	525.022703655	16093181818.2	5
914.83518753	532.288726182	16259090909.1	5
917.115222739	539.494938052	16425000000.0	5
200.0	-690.0	0.0	6
201.229519174	-571.721113309	165909090.909	6
202.829477144	-519.83801639	331818181.818	6
204.695042107	-480.454265508	497727272.727	6
206.799128337	-447.580128523	663636363.636	6
209.127973306	-418.884504088	829545454.545	6
211.673212512	-393.167355952	995454545.455	6
214.42921839	-369.713105252	1161363636.36	6
217.391918343	-348.053605965	1327272727.27	6
220.558181183	-327.862200911	1493181818.18	6
223.925464513	-308.899847647	1659090909.09	6
227.491596862	-290.985062972	1825000000.0	6
231.254635846	-273.975962789	1990909090.91	6
235.212771781	-257.758929823	2156818181.82	6
239.364260151	-242.24113689	2322727272.73	6
243.707372977	-227.345440079	2488636363.64	6
248.240363146	-213.006778977	2654545454.55	6
252.961437879	-199.169576782	2820454545.45	6
257.868738682	-185.785813873	2986363636.36	6
262.960326134	-172.813578446	3152272727.27	6
268.234168294	-160.215952879	3318181818.18	6
273.688131924	-147.96014662	3484090909.09	6
279.319975805	-136.016811177	3650000000.0	6
285.127345707	-124.359491049	3815909090.91	6
291.107770697	-112.964178664	3981818181.82	6
297.258660295	-101.808950358	4147727272.73	6
303.577302472	-90.8736643957	4313636363.64	6
310.060862086	-80.1397085781	4479545454.55	6
316.706379511	-69.5897864984	4645454545.45	6
323.510769666	-59.2077360317	4811363636.36	6
330.470820447	-48.9783708843	4977272727.27	6
337.583191633	-38.8873445018	5143181818.18	6
344.844412842	-28.921029056	5309090909.09	6
352.250880846	-19.0664076567	5475000000.0	6
359.798856071	-9.31097672951	5640909090.91	6
367.484456838	0.357343394346	5806818181.82	6
375.303651841	9.95029136897	5972727272.73	6
383.252249338	19.479342219	6138636363.64	6
391.325883288	28.9557805964	6304545454.55	6
399.519995735	38.3907702146	6470454545.45	6
407.829815526	47.7954205442	6636363636.36	6
416.250333401	57.1808523372	6802272727.27	6
424.776272619	66.5582631123	6968181818.18	6
433.402053487	75.938995753	7134090909.09	6
442.121749314	85.3346109605	7300000000.0	6
450.929029172	94.7569656195	7465909090.91	6
459.817081384	104.218294655	7631818181.82	6
468.778515013	113.7312941	7797727272.73	6
477.80523341	123.309199704	7963636363.64	6
486.888282423	132.96585306	8129545454.55	6
496.017674393	142.715755542	8295454545.45	6
505.182190955	152.574105334	8461363636.36	6
514.369167915	162.556828998	8627272727.27	6
523.564244698	172.680615167	8793181818.18	6
532.75107631	182.962944766	8959090909.09	6
541.910916734	193.42215335	9125000000.0	6
551.022097118	204.07741957	9290909090.91	6
560.05930548	214.948664038	9456818181.82	6
568.992660606	226.056191303	9622727272.73	6
577.786706324	237.41995805	9788636363.64	6
586.399408114	249.058266014	9954545454.55	6
594.781497271	260.985815649	10120454545.5	6
602.876495216	273.211132896	10286363636.4	6
610.621819764	285.733607102	10452272727.3	6
617.951267359	298.540621045	10618181818.2	6
624.798845685	311.605383727	10784090909.1	6
631.103667096	324.886187087	10950000000.0	6
636.815116979	338.32753941	11115909090.9	6
641.89736529	351.86324571	11281818181.8	6
646.332317796	365.420999422	11447727272.7	6
650.120477564	378.927652385	11613636363.6	6
653.279704163	392.314212543	11779545454.5	6
655.842329231	405.519795895	11945454545.5	6
657.851338411	418.494122112	12111363636.4	6
659.356356595	431.198516748	12277272727.3	6
660.410001375	443.605677112	12443181818.2	6
661.064931114	455.698585636	12609090909.1	6
661.371694512	467.468957326	12775000000.0	6
661.377336516	478.915533346	12940909090.9	6
661.124632058	490.042438922	13106818181.8	6
660.651791857	500.857726324	13272727272.7	6
659.992493029	511.372155172	13438636363.6	6
659.176123847	521.598215626	13604545454.5	6
658.228130588	531.549375589	13770454545.5	6
657.170425935	541.239517231	13936363636.4	6
656.021802503	550.68252979	14102272727.3	6
654.798330547	559.892024934	14268181818.2	6
653.513724897	568.881146199	14434090909.1	6
652.179674464	577.662448284	14600000000.0	6
650.806133236	586.247829518	14765909090.9	6
649.401573682	594.648500761	14931818181.8	6
647.973204616	602.874978304	15097727272.7	6
646.527159067	610.937097077	15263636363.6	6
645.068654216	618.844034314	15429545454.5	6
643.602127169	626.604341245	15595454545.5	6
642.131350439	634.225978186	15761363636.4	6
640.659529991	641.716351582	15927272727.3	6
639.189388658	649.082351264	16093181818.2	6
637.723237115	656.330387048	16259090909.1	6
