x	y	h
648.648648649	-945.945945946	98.9009920633
675.675675676	-945.945945946	97.8110059709
702.702702703	-945.945945946	96.7540604409
729.72972973	-945.945945946	95.7293424034
756.756756757	-945.945945946	94.7358424893
783.783783784	-945.945945946	93.7724355594
810.810810811	-945.945945946	92.8379374533
837.837837838	-945.945945946	91.9311445125
864.864864865	-945.945945946	91.050860678
891.891891892	-945.945945946	90.1959156557
918.918918919	-945.945945946	89.3651766919
945.945945946	-945.945945946	88.5575557984
972.972972973	-945.945945946	87.7720137601
1000.0	-945.945945946	87.0075618915
-1000.0	-918.918918919	76.5718130986
-972.972972973	-918.918918919	77.1564232475
-945.945945946	-918.918918919	77.755033695
-918.918918919	-918.918918919	78.3680638188
-891.891891892	-918.918918919	78.9959340017
-864.864864865	-918.918918919	79.6390653415
-837.837837838	-918.918918919	80.2978798771
-810.810810811	-918.918918919	80.9728014809
-783.783783784	-918.918918919	81.6642575664
-756.756756757	-918.918918919	82.3726817546
-729.72972973	-918.918918919	83.098517623
-702.702702703	-918.918918919	83.8422236289
-675.675675676	-918.918918919	84.6042792566
-648.648648649	-918.918918919	85.3851923809
-621.621621622	-918.918918919	86.1855077758
-594.594594595	-918.918918919	87.0058166244
-567.567567568	-918.918918919	87.8467668086
-540.540540541	-918.918918919	88.7090736758
-513.513513514	-918.918918919	89.5935308918
-486.486486486	-918.918918919	90.5010208915
-459.459459459	-918.918918919	91.4325243142
-432.432432432	-918.918918919	92.3891276537
-405.405405405	-918.918918919	93.3720281237
-378.378378378	-918.918918919	94.3825344114
-351.351351351	-918.918918919	95.422061507
-324.324324324	-918.918918919	96.4921170815
-297.297297297	-918.918918919	97.5942758416
-270.27027027	-918.918918919	98.7301367707
-243.243243243	-918.918918919	99.9012559779
-216.216216216	-918.918918919	101.109044756
-189.189189189	-918.918918919	102.354618068
-162.162162162	-918.918918919	103.638572656
-135.135135135	-918.918918919	104.960665933
-108.108108108	-918.918918919	106.319356817
-81.0810810811	-918.918918919	107.711158534
-54.0540540541	-918.918918919	109.129744332
-27.027027027	-918.918918919	110.564748067
0.0	-918.918918919	112.000229484
27.027027027	-918.918918919	113.412859758
54.0540540541	-918.918918919	114.770072259
81.0810810811	-918.918918919	116.028758917
108.108108108	-918.918918919	117.135547089
135.135135135	-918.918918919	118.030037905
162.162162162	-918.918918919	118.65209181
189.189189189	-918.918918919	118.952708253
216.216216216	-918.918918919	118.905460515
243.243243243	-918.918918919	118.513612984
270.27027027	-918.918918919	117.809264614
297.297297297	-918.918918919	116.844979556
324.324324324	-918.918918919	115.682096935
351.351351351	-918.918918919	114.380412121
378.378378378	-918.918918919	112.991731327
405.405405405	-918.918918919	111.557333834
432.432432432	-918.918918919	110.108112677
459.459459459	-918.918918919	108.666051993
486.486486486	-918.918918919	107.246099848
513.513513514	-918.918918919	105.857935505
540.540540541	-918.918918919	104.507434826
567.567567568	-918.918918919	103.197802085
594.594594595	-918.918918919	101.93040737
621.621621622	-918.918918919	100.705389361
648.648648649	-918.918918919	99.5220812068
675.675675676	-918.918918919	98.3793073524
702.702702703	-918.918918919	97.2755881218
729.72972973	-918.918918919	96.2092791888
756.756756757	-918.918918919	95.17866549
783.783783784	-918.918918919	94.1820234487
810.810810811	-918.918918919	93.2176612647
837.837837838	-918.918918919	92.2839441004
864.864864865	-918.918918919	91.3793089251
891.891891892	-918.918918919	90.5022723366
918.918918919	-918.918918919	89.6514336671
945.945945946	-918.918918919	88.8254749749
972.972972973	-918.918918919	88.0231590316
1000.0	-918.918918919	87.2433260696
-1000.0	-891.891891892	76.6303637994
-972.972972973	-891.891891892	77.2212250648
-945.945945946	-891.891891892	77.826641428
-918.918918919	-891.891891892	78.4470681937
-891.891891892	-891.891891892	79.0829617651
-864.864864865	-891.891891892	79.7347791125
-837.837837838	-891.891891892	80.4029778337
-810.810810811	-891.891891892	81.0880169999
-783.783783784	-891.891891892	81.790358995
-756.756756757	-891.891891892	82.5104725508
-729.72972973	-891.891891892	83.2488371658
-702.702702703	-891.891891892	84.0059490671
-675.675675676	-891.891891892	84.7823288214
-648.648648649	-891.891891892	85.5785306483
-621.621621622	-891.891891892	86.3951534106
-594.594594595	-891.891891892	87.2328531845
-567.567567568	-891.891891892	88.0923572321
-540.540540541	-891.891891892	88.9744791246
-513.513513514	-891.891891892	89.8801346933
-486.486486486	-891.891891892	90.8103584159
-459.459459459	-891.891891892	91.7663197687
-432.432432432	-891.891891892	92.7493389714
-405.405405405	-891.891891892	93.7609013985
-378.378378378	-891.891891892	94.8026696889
-351.351351351	-891.891891892	95.8764921948
-324.324324324	-891.891891892	96.9844057941
-297.297297297	-891.891891892	98.1286301259
-270.27027027	-891.891891892	99.3115488205
-243.243243243	-891.891891892	100.535671022
-216.216216216	-891.891891892	101.803563047
-189.189189189	-891.891891892	103.11773481
-162.162162162	-891.891891892	104.480457873
-135.135135135	-891.891891892	105.893480467
-108.108108108	-891.891891892	107.35758827
-81.0810810811	-891.891891892	108.871936896
-54.0540540541	-891.891891892	110.433052972
-27.027027027	-891.891891892	112.033370176
0.0	-891.891891892	113.659151228
27.027027027	-891.891891892	115.287689493
54.0540540541	-891.891891892	116.883875641
81.0810810811	-891.891891892	118.396707
108.108108108	-891.891891892	119.757256984
135.135135135	-891.891891892	120.880866102
162.162162162	-891.891891892	121.676862763
189.189189189	-891.891891892	122.066928015
216.216216216	-891.891891892	122.007178315
243.243243243	-891.891891892	121.502971128
270.27027027	-891.891891892	120.607086998
297.297297297	-891.891891892	119.40250474
324.324324324	-891.891891892	117.980310619
351.351351351	-891.891891892	116.422903019
378.378378378	-891.891891892	114.795991379
405.405405405	-891.891891892	113.147518065
432.432432432	-891.891891892	111.510159025
459.459459459	-891.891891892	109.904884182
486.486486486	-891.891891892	108.344285266
513.513513514	-891.891891892	106.83522444
540.540540541	-891.891891892	105.38077508
567.567567568	-891.891891892	103.98157777
594.594594595	-891.891891892	102.636760216
621.621621622	-891.891891892	101.344549113
648.648648649	-891.891891892	100.10267094
675.675675676	-891.891891892	98.9086107537
702.702702703	-891.891891892	97.7597765001
729.72972973	-891.891891892	96.6536009501
756.756756757	-891.891891892	95.5876027147
783.783783784	-891.891891892	94.5594206018
810.810810811	-891.891891892	93.5668307617
837.837837838	-891.891891892	92.6077528726
864.864864865	-891.891891892	91.6802494853
891.891891892	-891.891891892	90.7825212435
918.918918919	-891.891891892	89.9128997529
945.945945946	-891.891891892	89.0698392552
972.972972973	-891.891891892	88.2519078449
1000.0	-891.891891892	87.4577786963
-1000.0	-864.864864865	76.6748791776
-972.972972973	-864.864864865	77.2715385373
-945.945945946	-864.864864865	77.8833058038
-918.918918919	-864.864864865	78.5106731794
-891.891891892	-864.864864865	79.1541336485
-864.864864865	-864.864864865	79.8141800277
-837.837837838	-864.864864865	80.4913046618
-810.810810811	-864.864864865	81.1860000175
-783.783783784	-864.864864865	81.8987604464
-756.756756757	-864.864864865	82.6300853981
-729.72972973	-864.864864865	83.3804843515
-702.702702703	-864.864864865	84.1504836999
-675.675675676	-864.864864865	84.9406357778
-648.648648649	-864.864864865	85.751530143
-621.621621622	-864.864864865	86.5838071483
-594.594594595	-864.864864865	87.4381737493
-567.567567568	-864.864864865	88.3154214126
-540.540540541	-864.864864865	89.2164459181
-513.513513514	-864.864864865	90.1422687993
-486.486486486	-864.864864865	91.0940601322
-459.459459459	-864.864864865	92.0731623684
-432.432432432	-864.864864865	93.0811148856
-405.405405405	-864.864864865	94.1196788911
-378.378378378	-864.864864865	95.1908622084
-351.351351351	-864.864864865	96.2969432655
-324.324324324	-864.864864865	97.440493197
-297.297297297	-864.864864865	98.6243942606
-270.27027027	-864.864864865	99.8518515687
-243.243243243	-864.864864865	101.126393155
-216.216216216	-864.864864865	102.451850174
-189.189189189	-864.864864865	103.832303815
-162.162162162	-864.864864865	105.271977092
-135.135135135	-864.864864865	106.775036111
-108.108108108	-864.864864865	108.345243738
-81.0810810811	-864.864864865	109.985374332
-54.0540540541	-864.864864865	111.696245639
-27.027027027	-864.864864865	113.475147653
0.0	-864.864864865	115.31335053
27.027027027	-864.864864865	117.192285926
54.0540540541	-864.864864865	119.078032584
81.0810810811	-864.864864865	120.914196098
108.108108108	-864.864864865	122.61473333
135.135135135	-864.864864865	124.061324144
162.162162162	-864.864864865	125.113614333
189.189189189	-864.864864865	125.639800064
216.216216216	-864.864864865	125.561845417
243.243243243	-864.864864865	124.88926922
270.27027027	-864.864864865	123.714871153
297.297297297	-864.864864865	122.176021852
324.324324324	-864.864864865	120.410858611
351.351351351	-864.864864865	118.531941561
378.378378378	-864.864864865	116.619342701
405.405405405	-864.864864865	114.724742948
432.432432432	-864.864864865	112.878839501
459.459459459	-864.864864865	111.098198357
486.486486486	-864.864864865	109.390408662
513.513513514	-864.864864865	107.757598369
540.540540541	-864.864864865	106.198708247
567.567567568	-864.864864865	104.71091678
594.594594595	-864.864864865	103.290513473
621.621621622	-864.864864865	101.933423551
648.648648649	-864.864864865	100.635515778
675.675675676	-864.864864865	99.3927767234
702.702702703	-864.864864865	98.2014034999
729.72972973	-864.864864865	97.0578472703
756.756756757	-864.864864865	95.958827493
783.783783784	-864.864864865	94.9013292237
810.810810811	-864.864864865	93.882591045
837.837837838	-864.864864865	92.9000882422
864.864864865	-864.864864865	91.9515140144
891.891891892	-864.864864865	91.0347603662
918.918918919	-864.864864865	90.1478996217
945.945945946	-864.864864865	89.2891670617
972.972972973	-864.864864865	88.4569449218
1000.0	-864.864864865	87.6497478242
-1000.0	-837.837837838	76.7048433618
-972.972972973	-837.837837838	77.3068109439
-945.945945946	-837.837837838	77.9244371347
-918.918918919	-837.837837838	78.5582524392
-891.891891892	-837.837837838	79.2087874104
-864.864864865	-837.837837838	79.876571058
-837.837837838	-837.837837838	80.5621299272
-810.810810811	-837.837837838	81.2659881638
-783.783783784	-837.837837838	81.98866892
-756.756756757	-837.837837838	82.7306974738
-729.72972973	-837.837837838	83.49260643
-702.702702703	-837.837837838	84.274943343
-675.675675676	-837.837837838	85.078281039
-648.648648649	-837.837837838	85.9032308342
-621.621621622	-837.837837838	86.7504587415
-594.594594595	-837.837837838	87.6207046542
-567.567567568	-837.837837838	88.5148043987
-540.540540541	-837.837837838	89.4337144764
-513.513513514	-837.837837838	90.3785392835
-486.486486486	-837.837837838	91.3505606104
-459.459459459	-837.837837838	92.3512692748
-432.432432432	-837.837837838	93.3823988363
-405.405405405	-837.837837838	94.4459614409
-378.378378378	-837.837837838	95.5442859381
-351.351351351	-837.837837838	96.6800584452
-324.324324324	-837.837837838	97.8563654602
-297.297297297	-837.837837838	99.0767393338
-270.27027027	-837.837837838	100.345205283
-243.243243243	-837.837837838	101.666327884
-216.216216216	-837.837837838	103.045252717
-189.189189189	-837.837837838	104.48773478
-162.162162162	-837.837837838	106.000138097
-135.135135135	-837.837837838	107.589378277
-108.108108108	-837.837837838	109.262757342
-81.0810810811	-837.837837838	111.027600518
-54.0540540541	-837.837837838	112.890534899
-27.027027027	-837.837837838	114.856128712
0.0	-837.837837838	116.924406521
27.027027027	-837.837837838	119.086441028
54.0540540541	-837.837837838	121.316828217
81.0810810811	-837.837837838	123.561682541
108.108108108	-837.837837838	125.721956705
135.135135135	-837.837837838	127.637070902
162.162162162	-837.837837838	129.085828904
189.189189189	-837.837837838	129.832768914
216.216216216	-837.837837838	129.72624223
243.243243243	-837.837837838	128.784998036
270.27027027	-837.837837838	127.186723936
297.297297297	-837.837837838	125.17110631
324.324324324	-837.837837838	122.949554872
351.351351351	-837.837837838	120.669960423
378.378378378	-837.837837838	118.421324598
405.405405405	-837.837837838	116.251065322
432.432432432	-837.837837838	114.180903298
459.459459459	-837.837837838	112.217878674
486.486486486	-837.837837838	110.36113658
513.513513514	-837.837837838	108.605863942
540.540540541	-837.837837838	106.945493291
567.567567568	-837.837837838	105.372900813
594.594594595	-837.837837838	103.881034404
621.621621622	-837.837837838	102.463223409
648.648648649	-837.837837838	101.113312973
675.675675676	-837.837837838	99.8257036156
702.702702703	-837.837837838	98.5953413098
729.72972973	-837.837837838	97.4176833381
756.756756757	-837.837837838	96.2886539143
783.783783784	-837.837837838	95.2045971511
810.810810811	-837.837837838	94.16223133
837.837837838	-837.837837838	93.1586063937
864.864864865	-837.837837838	92.1910654444
891.891891892	-837.837837838	91.2572104119
918.918918919	-837.837837838	90.3548717353
945.945945946	-837.837837838	89.4820817464
972.972972973	-837.837837838	88.6370513833
1000.0	-837.837837838	87.818149855
-1000.0	-810.810810811	76.7197442022
-972.972972973	-810.810810811	77.3264916233
-945.945945946	-810.810810811	77.9494463558
-918.918918919	-810.810810811	78.5891792343
-891.891891892	-810.810810811	79.2462600173
-864.864864865	-810.810810811	79.921254883
-837.837837838	-810.810810811	80.6147245713
-810.810810811	-810.810810811	81.327223565
-783.783783784	-810.810810811	82.0593007607
-756.756756757	-810.810810811	82.8115021209
-729.72972973	-810.810810811	83.5843758026
-702.702702703	-810.810810811	84.3784802321
-675.675675676	-810.810810811	85.1943955265
-648.648648649	-810.810810811	86.0327385519
-621.621621622	-810.810810811	86.8941817795
-594.594594595	-810.810810811	87.7794759586
-567.567567568	-810.810810811	88.6894764981
-540.540540541	-810.810810811	89.6251733675
-513.513513514	-810.810810811	90.5877243036
-486.486486486	-810.810810811	91.5784911693
-459.459459459	-810.810810811	92.5990794451
-432.432432432	-810.810810811	93.6513810545
-405.405405405	-810.810810811	94.7376210004
-378.378378378	-810.810810811	95.8604086172
-351.351351351	-810.810810811	97.0227945812
-324.324324324	-810.810810811	98.228335162
-297.297297297	-810.810810811	99.4811654786
-270.27027027	-810.810810811	100.786083688
-243.243243243	-810.810810811	102.148647953
-216.216216216	-810.810810811	103.575287422
-189.189189189	-810.810810811	105.073426839
-162.162162162	-810.810810811	106.651620697
-135.135135135	-810.810810811	108.31968503
-108.108108108	-810.810810811	110.088798922
-81.0810810811	-810.810810811	111.971515179
-54.0540540541	-810.810810811	113.981553499
-27.027027027	-810.810810811	116.133115135
0.0	-810.810810811	118.439185714
27.027027027	-810.810810811	120.907748024
54.0540540541	-810.810810811	123.533784975
81.0810810811	-810.810810811	126.283206468
108.108108108	-810.810810811	129.063019354
135.135135135	-810.810810811	131.675017546
162.162162162	-810.810810811	133.773978351
189.189189189	-810.810810811	134.911158023
216.216216216	-810.810810811	134.754875708
243.243243243	-810.810810811	133.347602431
270.27027027	-810.810810811	131.069409281
297.297297297	-810.810810811	128.360529271
324.324324324	-810.810810811	125.536321119
351.351351351	-810.810810811	122.770283379
378.378378378	-810.810810811	120.140898324
405.405405405	-810.810810811	117.675060729
432.432432432	-810.810810811	115.374687121
459.459459459	-810.810810811	113.230757278
486.486486486	-810.810810811	111.230222006
513.513513514	-810.810810811	109.359241117
540.540540541	-810.810810811	107.6046104
567.567567568	-810.810810811	105.954315555
594.594594595	-810.810810811	104.397675719
621.621621622	-810.810810811	102.925302727
648.648648649	-810.810810811	101.528985658
675.675675676	-810.810810811	100.201552892
702.702702703	-810.810810811	98.9367356015
729.72972973	-810.810810811	97.729042752
756.756756757	-810.810810811	96.5736509611
783.783783784	-810.810810811	95.4663094207
810.810810811	-810.810810811	94.4032587326
837.837837838	-810.810810811	93.3811620162
864.864864865	-810.810810811	92.3970465753
891.891891892	-810.810810811	91.4482545269
918.918918919	-810.810810811	90.5324009763
945.945945946	-810.810810811	89.6473385264
972.972972973	-810.810810811	88.7911270919
1000.0	-810.810810811	87.9620081591
-1000.0	-783.783783784	76.7190737366
-972.972972973	-783.783783784	77.3300318763
-945.945945946	-783.783783784	77.9577443003
-918.918918919	-783.783783784	78.6028250411
-891.891891892	-783.783783784	79.2658856216
-864.864864865	-783.783783784	79.9475313129
-837.837837838	-783.783783784	80.6483579451
-810.810810811	-783.783783784	81.3689497491
-783.783783784	-783.783783784	82.1098787997
-756.756756757	-783.783783784	82.8717066949
-729.72972973	-783.783783784	83.6549891368
-702.702702703	-783.783783784	84.4602840538
-675.675675676	-783.783783784	85.2881638226
-648.648648649	-783.783783784	86.1392320064
-621.621621622	-783.783783784	87.0141448451
-594.594594595	-783.783783784	87.9136375294
-567.567567568	-783.783783784	88.8385551138
-540.540540541	-783.783783784	89.7898878016
-513.513513514	-783.783783784	90.7688103089
-486.486486486	-783.783783784	91.7767251125
-459.459459459	-783.783783784	92.8153096111
-432.432432432	-783.783783784	93.8865675901
-405.405405405	-783.783783784	94.9928858521
-378.378378378	-783.783783784	96.1370974557
-351.351351351	-783.783783784	97.3225536853
-324.324324324	-783.783783784	98.5532076581
-297.297297297	-783.783783784	99.8337133952
-270.27027027	-783.783783784	101.169545267
-243.243243243	-783.783783784	102.56714403
-216.216216216	-783.783783784	104.034097224
-189.189189189	-783.783783784	105.579363424
-162.162162162	-783.783783784	107.213551563
-135.135135135	-783.783783784	108.949267367
-108.108108108	-783.783783784	110.801536935
-81.0810810811	-783.783783784	112.788307527
-54.0540540541	-783.783783784	114.930994955
-27.027027027	-783.783783784	117.254964429
0.0	-783.783783784	119.789618339
27.027027027	-783.783783784	122.567219554
54.0540540541	-783.783783784	125.618188965
81.0810810811	-783.783783784	128.957117084
108.108108108	-783.783783784	132.545506409
135.135135135	-783.783783784	136.202681168
162.162162162	-783.783783784	139.440318482
189.189189189	-783.783783784	141.356827568
216.216216216	-783.783783784	141.099612338
243.243243243	-783.783783784	138.786191994
270.27027027	-783.783783784	135.356642642
297.297297297	-783.783783784	131.640416571
324.324324324	-783.783783784	128.049554356
351.351351351	-783.783783784	124.725985581
378.378378378	-783.783783784	121.693207046
405.405405405	-783.783783784	118.932054786
432.432432432	-783.783783784	116.411546799
459.459459459	-783.783783784	114.100250745
486.486486486	-783.783783784	111.969974673
513.513513514	-783.783783784	109.996568716
540.540540541	-783.783783784	108.159708935
567.567567568	-783.783783784	106.442381621
594.594594595	-783.783783784	104.830334652
621.621621622	-783.783783784	103.311585754
648.648648649	-783.783783784	101.876009507
675.675675676	-783.783783784	100.515000141
702.702702703	-783.783783784	99.2211994903
729.72972973	-783.783783784	97.9882783316
756.756756757	-783.783783784	96.810760544
783.783783784	-783.783783784	95.6838812751
810.810810811	-783.783783784	94.6034720461
837.837837838	-783.783783784	93.5658672148
864.864864865	-783.783783784	92.5678274201
891.891891892	-783.783783784	91.6064765853
918.918918919	-783.783783784	90.679249801
945.945945946	-783.783783784	89.7838499825
972.972972973	-783.783783784	88.9182116396
1000.0	-783.783783784	88.0804704463
-1000.0	-756.756756757	76.702328671
-972.972972973	-756.756756757	77.3168847156
-945.945945946	-756.756756757	77.9487406024
-918.918918919	-756.756756757	78.5985575237
-891.891891892	-756.756756757	79.2669925723
-864.864864865	-756.756756757	79.9546933824
-837.837837838	-756.756756757	80.6622931282
-810.810810811	-756.756756757	81.3904064541
-783.783783784	-756.756756757	82.1396270458
-756.756756757	-756.756756757	82.9105276657
-729.72972973	-756.756756757	83.7036635341
-702.702702703	-756.756756757	84.5195799312
-675.675675676	-756.756756757	85.3588247953
-648.648648649	-756.756756757	86.2219669036
-621.621621622	-756.756756757	87.109619965
-594.594594595	-756.756756757	88.0224726526
-567.567567568	-756.756756757	88.9613243311
-540.540540541	-756.756756757	89.9271260384
-513.513513514	-756.756756757	90.921026226
-486.486486486	-756.756756757	91.9444208857
-459.459459459	-756.756756757	92.9990080132
-432.432432432	-756.756756757	94.0868468658
-405.405405405	-756.756756757	95.2104231598
-378.378378378	-756.756756757	96.3727221928
-351.351351351	-756.756756757	97.5773128857
-324.324324324	-756.756756757	98.8284469495
