x	y	h
-648.648648649	-486.486486486	85.6155525205
-621.621621622	-486.486486486	86.6243991786
-594.594594595	-486.486486486	87.6622228869
-567.567567568	-486.486486486	88.7250995983
-540.540540541	-486.486486486	89.8090064508
-513.513513514	-486.486486486	90.9102627733
-486.486486486	-486.486486486	92.0258776096
-459.459459459	-486.486486486	93.153751954
-432.432432432	-486.486486486	94.2927370139
-405.405405405	-486.486486486	95.4425851688
-378.378378378	-486.486486486	96.6038395217
-351.351351351	-486.486486486	97.777698971
-324.324324324	-486.486486486	98.9658805882
-297.297297297	-486.486486486	100.170487532
-270.27027027	-486.486486486	101.393881049
-243.243243243	-486.486486486	102.638548513
-216.216216216	-486.486486486	103.906954369
-189.189189189	-486.486486486	105.201355689
-162.162162162	-486.486486486	106.523557841
-135.135135135	-486.486486486	107.874577395
-108.108108108	-486.486486486	109.25416863
-81.0810810811	-486.486486486	110.660157108
-54.0540540541	-486.486486486	112.087511686
-27.027027027	-486.486486486	113.527082672
0.0	-486.486486486	114.963956157
27.027027027	-486.486486486	116.375457018
54.0540540541	-486.486486486	117.729029804
81.0810810811	-486.486486486	118.980596779
108.108108108	-486.486486486	120.074528079
135.135135135	-486.486486486	120.946827217
162.162162162	-486.486486486	121.532916042
189.189189189	-486.486486486	121.779710021
216.216216216	-486.486486486	121.658604446
243.243243243	-486.486486486	121.173662282
270.27027027	-486.486486486	120.360626423
297.297297297	-486.486486486	119.277311344
324.324324324	-486.486486486	117.990378276
351.351351351	-486.486486486	116.563953847
378.378378378	-486.486486486	115.052818638
405.405405405	-486.486486486	113.499997776
432.432432432	-486.486486486	111.937229384
459.459459459	-486.486486486	110.386771884
486.486486486	-486.486486486	108.863529176
513.513513514	-486.486486486	107.376983654
540.540540541	-486.486486486	105.932759094
567.567567568	-486.486486486	104.533804083
594.594594595	-486.486486486	103.181253192
621.621621622	-486.486486486	101.875037871
648.648648649	-486.486486486	100.614312388
675.675675676	-486.486486486	99.3977470567
702.702702703	-486.486486486	98.2237279404
729.72972973	-486.486486486	97.0904914342
756.756756757	-486.486486486	95.9962138286
783.783783784	-486.486486486	94.9390699463
810.810810811	-486.486486486	93.9172706327
837.837837838	-486.486486486	92.929085865
864.864864865	-486.486486486	91.9728581465
891.891891892	-486.486486486	91.0470093929
918.918918919	-486.486486486	90.1500435148
945.945945946	-486.486486486	89.2805462043
972.972972973	-486.486486486	88.4371829532
1000.0	-486.486486486	87.618696002
-1000.0	-459.459459459	75.3238920276
-972.972972973	-459.459459459	75.9187545841
-945.945945946	-459.459459459	76.5358006756
-918.918918919	-459.459459459	77.1769553108
-891.891891892	-459.459459459	77.8443333567
-864.864864865	-459.459459459	78.5402280286
-837.837837838	-459.459459459	79.2670756244
-810.810810811	-459.459459459	80.0273836811
-783.783783784	-459.459459459	80.8236069163
-756.756756757	-459.459459459	81.6579554729
-729.72972973	-459.459459459	82.5321272405
-702.702702703	-459.459459459	83.4469756605
-675.675675676	-459.459459459	84.4021593879
-648.648648649	-459.459459459	85.3958639561
-621.621621622	-459.459459459	86.4247149986
-594.594594595	-459.459459459	87.4839826875
-567.567567568	-459.459459459	88.5680887909
-540.540540541	-459.459459459	89.6713028116
-513.513513514	-459.459459459	90.7884297303
-486.486486486	-459.459459459	91.915309089
-459.459459459	-459.459459459	93.0490464056
-432.432432432	-459.459459459	94.1880076793
-405.405405405	-459.459459459	95.3316650859
-378.378378378	-459.459459459	96.4803807812
-351.351351351	-459.459459459	97.6351852391
-324.324324324	-459.459459459	98.7975749592
-297.297297297	-459.459459459	99.9693333065
-270.27027027	-459.459459459	101.1523671
-243.243243243	-459.459459459	102.348546132
-216.216216216	-459.459459459	103.559529634
-189.189189189	-459.459459459	104.786560987
-162.162162162	-459.459459459	106.030208674
-135.135135135	-459.459459459	107.290027495
-108.108108108	-459.459459459	108.56410969
-81.0810810811	-459.459459459	109.848492718
-54.0540540541	-459.459459459	111.136392633
-27.027027027	-459.459459459	112.417246915
0.0	-459.459459459	113.675590853
27.027027027	-459.459459459	114.889875648
54.0540540541	-459.459459459	116.031483009
81.0810810811	-459.459459459	117.064400207
108.108108108	-459.459459459	117.946231864
135.135135135	-459.459459459	118.631271959
162.162162162	-459.459459459	119.075975187
189.189189189	-459.459459459	119.246178549
216.216216216	-459.459459459	119.124125946
243.243243243	-459.459459459	118.71265344
270.27027027	-459.459459459	118.034692415
297.297297297	-459.459459459	117.128318549
324.324324324	-459.459459459	116.039480269
351.351351351	-459.459459459	114.815010885
378.378378378	-459.459459459	113.497624462
405.405405405	-459.459459459	112.123302964
432.432432432	-459.459459459	110.720611675
459.459459459	-459.459459459	109.31120336
486.486486486	-459.459459459	107.91087124
513.513513514	-459.459459459	106.530731897
540.540540541	-459.459459459	105.178317915
567.567567568	-459.459459459	103.858492929
594.594594595	-459.459459459	102.574175251
621.621621622	-459.459459459	101.32688979
648.648648649	-459.459459459	100.117179095
675.675675676	-459.459459459	98.9449045485
702.702702703	-459.459459459	97.8094645385
729.72972973	-459.459459459	96.7099510996
756.756756757	-459.459459459	95.6452615689
783.783783784	-459.459459459	94.6141776173
810.810810811	-459.459459459	93.6154207675
837.837837838	-459.459459459	92.6476910357
864.864864865	-459.459459459	91.7096934992
891.891891892	-459.459459459	90.8001562528
918.918918919	-459.459459459	89.9178422383
945.945945946	-459.459459459	89.0615567332
972.972972973	-459.459459459	88.2301517747
1000.0	-459.459459459	87.4225284345
-1000.0	-432.432432432	75.0805490232
-972.972972973	-432.432432432	75.6656806408
-945.945945946	-432.432432432	76.2729372006
-918.918918919	-432.432432432	76.9044268573
-891.891891892	-432.432432432	77.5625224104
-864.864864865	-432.432432432	78.24987106
-837.837837838	-432.432432432	78.9693814425
-810.810810811	-432.432432432	79.7241699778
-783.783783784	-432.432432432	80.5174406945
-756.756756757	-432.432432432	81.3522660151
-729.72972973	-432.432432432	82.2312370247
-702.702702703	-432.432432432	83.1559725919
-675.675675676	-432.432432432	84.1265318434
-648.648648649	-432.432432432	85.1408662858
-621.621621622	-432.432432432	86.1945400221
-594.594594595	-432.432432432	87.2809526423
-567.567567568	-432.432432432	88.392139384
-540.540540541	-432.432432432	89.5199416389
-513.513513514	-432.432432432	90.6571376717
-486.486486486	-432.432432432	91.7981730388
-459.459459459	-432.432432432	92.9393797724
-432.432432432	-432.432432432	94.0788082344
-405.405405405	-432.432432432	95.2158759282
-378.378378378	-432.432432432	96.3509895099
-351.351351351	-432.432432432	97.4852136606
-324.324324324	-432.432432432	98.6200020896
-297.297297297	-432.432432432	99.7569795869
-270.27027027	-432.432432432	100.897756362
-243.243243243	-432.432432432	102.043755046
-216.216216216	-432.432432432	103.196031322
-189.189189189	-432.432432432	104.355069597
-162.162162162	-432.432432432	105.520535183
-135.135135135	-432.432432432	106.690964298
-108.108108108	-432.432432432	107.863373875
-81.0810810811	-432.432432432	109.032776521
-54.0540540541	-432.432432432	110.191595464
-27.027027027	-432.432432432	111.328995184
0.0	-432.432432432	112.430182503
27.027027027	-432.432432432	113.475796983
54.0540540541	-432.432432432	114.44159905
81.0810810811	-432.432432432	115.298761929
108.108108108	-432.432432432	116.015128426
135.135135135	-432.432432432	116.557715987
162.162162162	-432.432432432	116.896449937
189.189189189	-432.432432432	117.008575582
216.216216216	-432.432432432	116.882649693
243.243243243	-432.432432432	116.520821956
270.27027027	-432.432432432	115.938567488
297.297297297	-432.432432432	115.161972273
324.324324324	-432.432432432	114.223552107
351.351351351	-432.432432432	113.157903423
378.378378378	-432.432432432	111.99819106
405.405405405	-432.432432432	110.77390481
432.432432432	-432.432432432	109.509823655
459.459459459	-432.432432432	108.225873079
486.486486486	-432.432432432	106.937518067
513.513513514	-432.432432432	105.656403921
540.540540541	-432.432432432	104.391055756
567.567567568	-432.432432432	103.147532513
594.594594595	-432.432432432	101.92998975
621.621621622	-432.432432432	100.741140065
648.648648649	-432.432432432	99.582617583
675.675675676	-432.432432432	98.4552601661
702.702702703	-432.432432432	97.3593246048
729.72972973	-432.432432432	96.2946489559
756.756756757	-432.432432432	95.2607740667
783.783783784	-432.432432432	94.2570340253
810.810810811	-432.432432432	93.2826231762
837.837837838	-432.432432432	92.3366455715
864.864864865	-432.432432432	91.4181513134
891.891891892	-432.432432432	90.526163136
918.918918919	-432.432432432	89.6596957321
945.945945946	-432.432432432	88.8177696887
972.972972973	-432.432432432	87.9994214199
1000.0	-432.432432432	87.2037101255
-1000.0	-405.405405405	74.8170477123
-972.972972973	-405.405405405	75.3905886466
-945.945945946	-405.405405405	75.9859516452
-918.918918919	-405.405405405	76.6054059114
-891.891891892	-405.405405405	77.2515705639
-864.864864865	-405.405405405	77.9274568046
-837.837837838	-405.405405405	78.6364949443
-810.810810811	-405.405405405	79.3825248564
-783.783783784	-405.405405405	80.1697133236
-756.756756757	-405.405405405	81.002342011
-729.72972973	-405.405405405	81.8843922813
-702.702702703	-405.405405405	82.8188583415
-675.675675676	-405.405405405	83.8067880671
-648.648648649	-405.405405405	84.8462231251
-621.621621622	-405.405405405	85.9314600605
-594.594594595	-405.405405405	87.0531909961
-567.567567568	-405.405405405	88.19981726
-540.540540541	-405.405405405	89.3595547516
-513.513513514	-405.405405405	90.52240712
-486.486486486	-405.405405405	91.6812327463
-459.459459459	-405.405405405	92.8317962425
-432.432432432	-405.405405405	93.9722102365
-405.405405405	-405.405405405	95.1022268623
-378.378378378	-405.405405405	96.2226299724
-351.351351351	-405.405405405	97.3347851133
-324.324324324	-405.405405405	98.4403178747
-297.297297297	-405.405405405	99.54087684
-270.27027027	-405.405405405	100.637945441
-243.243243243	-405.405405405	101.73267544
-216.216216216	-405.405405405	102.825720208
-189.189189189	-405.405405405	103.917049877
-162.162162162	-405.405405405	105.005733504
-135.135135135	-405.405405405	106.089676316
-108.108108108	-405.405405405	107.165303813
-81.0810810811	-405.405405405	108.227190902
-54.0540540541	-405.405405405	109.267645767
-27.027027027	-405.405405405	110.276277797
0.0	-405.405405405	111.239609269
27.027027027	-405.405405405	112.140831954
54.0540540541	-405.405405405	112.959856786
81.0810810811	-405.405405405	113.67384008
108.108108108	-405.405405405	114.258361806
135.135135135	-405.405405405	114.689339803
162.162162162	-405.405405405	114.945564277
189.189189189	-405.405405405	115.011462078
216.216216216	-405.405405405	114.879465415
243.243243243	-405.405405405	114.551324117
270.27027027	-405.405405405	114.037953453
297.297297297	-405.405405405	113.35786635
324.324324324	-405.405405405	112.534670422
351.351351351	-405.405405405	111.594305939
378.378378378	-405.405405405	110.562614148
405.405405405	-405.405405405	109.463569873
432.432432432	-405.405405405	108.318245973
459.459459459	-405.405405405	107.144399095
486.486486486	-405.405405405	105.956494213
513.513513514	-405.405405405	104.765989285
540.540540541	-405.405405405	103.58174103
567.567567568	-405.405405405	102.410439507
594.594594595	-405.405405405	101.257018447
621.621621622	-405.405405405	100.125016082
648.648648649	-405.405405405	99.0168785156
675.675675676	-405.405405405	97.9342072796
702.702702703	-405.405405405	96.8779572415
729.72972973	-405.405405405	95.8485925723
756.756756757	-405.405405405	94.8462084412
783.783783784	-405.405405405	93.8706253064
810.810810811	-405.405405405	92.9214616152
837.837837838	-405.405405405	91.998189664
864.864864865	-405.405405405	91.1001784082
891.891891892	-405.405405405	90.2267262007
918.918918919	-405.405405405	89.3770857759
945.945945946	-405.405405405	88.5504832664
972.972972973	-405.405405405	87.746132629
1000.0	-405.405405405	86.9632465338
-1000.0	-378.378378378	74.5337983008
-972.972972973	-378.378378378	75.0937912813
-945.945945946	-378.378378378	75.6749997232
-918.918918919	-378.378378378	76.2798072572
-891.891891892	-378.378378378	76.9110353362
-864.864864865	-378.378378378	77.5720287202
-837.837837838	-378.378378378	78.2667430068
-810.810810811	-378.378378378	78.9998148044
-783.783783784	-378.378378378	79.7765728589
-756.756756757	-378.378378378	80.6029101736
-729.72972973	-378.378378378	81.4848819549
-702.702702703	-378.378378378	82.4278424264
-675.675675676	-378.378378378	83.434960588
-648.648648649	-378.378378378	84.5052128222
-621.621621622	-378.378378378	85.631551469
-594.594594595	-378.378378378	86.8005809697
-567.567567568	-378.378378378	87.9947849941
-540.540540541	-378.378378378	89.1966342664
-513.513513514	-378.378378378	90.3922796408
-486.486486486	-378.378378378	91.5730244781
-459.459459459	-378.378378378	92.734708042
-432.432432432	-378.378378378	93.8762539008
-405.405405405	-378.378378378	94.9983624833
-378.378378378	-378.378378378	96.102637993
-351.351351351	-378.378378378	97.1910607569
-324.324324324	-378.378378378	98.2656594266
-297.297297297	-378.378378378	99.32829007
-270.27027027	-378.378378378	100.380472265
-243.243243243	-378.378378378	101.423250642
-216.216216216	-378.378378378	102.457058661
-189.189189189	-378.378378378	103.481567993
-162.162162162	-378.378378378	104.495512755
-135.135135135	-378.378378378	105.496482631
-108.108108108	-378.378378378	106.480683944
-81.0810810811	-378.378378378	107.442674606
-54.0540540541	-378.378378378	108.375089426
-27.027027027	-378.378378378	109.268387673
0.0	-378.378378378	110.110675383
27.027027027	-378.378378378	110.887678572
54.0540540541	-378.378378378	111.58296409
81.0810810811	-378.378378378	112.178510305
108.108108108	-378.378378378	112.655703408
135.135135135	-378.378378378	112.996761232
162.162162162	-378.378378378	113.186464461
189.189189189	-378.378378378	113.213933587
216.216216216	-378.378378378	113.074089435
243.243243243	-378.378378378	112.76844312
270.27027027	-378.378378378	112.305005468
297.297297297	-378.378378378	111.697340797
324.324324324	-378.378378378	110.963013688
351.351351351	-378.378378378	110.121795531
378.378378378	-378.378378378	109.193979754
405.405405405	-378.378378378	108.199040158
432.432432432	-378.378378378	107.1547252
459.459459459	-378.378378378	106.076567462
486.486486486	-378.378378378	104.97772398
513.513513514	-378.378378378	103.869044472
540.540540541	-378.378378378	102.75927419
567.567567568	-378.378378378	101.655320068
594.594594595	-378.378378378	100.562532083
621.621621622	-378.378378378	99.4849711344
648.648648649	-378.378378378	98.4256488585
675.675675676	-378.378378378	97.3867338803
702.702702703	-378.378378378	96.3697244717
729.72972973	-378.378378378	95.3755903742
756.756756757	-378.378378378	94.4048877573
783.783783784	-378.378378378	93.4578515368
810.810810811	-378.378378378	92.5344690303
837.837837838	-378.378378378	91.63453846
864.864864865	-378.378378378	90.7577152774
891.891891892	-378.378378378	89.9035487651
918.918918919	-378.378378378	89.0715109081
945.945945946	-378.378378378	88.261019132
972.972972973	-378.378378378	87.4714541791
1000.0	-378.378378378	86.7021741291
-1000.0	-351.351351351	74.2314698858
-972.972972973	-351.351351351	74.7759044203
-945.945945946	-351.351351351	75.3405877755
-918.918918919	-351.351351351	75.9279419994
-891.891891892	-351.351351351	76.5409042722
-864.864864865	-351.351351351	77.1830624349
-837.837837838	-351.351351351	77.8588207059
-810.810810811	-351.351351351	78.5735885328
-783.783783784	-351.351351351	79.333962146
-756.756756757	-351.351351351	80.1478150768
-729.72972973	-351.351351351	81.0241066418
-702.702702703	-351.351351351	81.9720401148
-675.675675676	-351.351351351	82.9990239926
-648.648648649	-351.351351351	84.1070488821
-621.621621622	-351.351351351	85.2882743683
-594.594594595	-351.351351351	86.5228821728
-567.567567568	-351.351351351	87.7828687888
-540.540540541	-351.351351351	89.04091452
-513.513513514	-351.351351351	90.2779038947
-486.486486486	-351.351351351	91.4844588448
-459.459459459	-351.351351351	92.6581159542
-432.432432432	-351.351351351	93.7999526056
-405.405405405	-351.351351351	94.9124661211
-378.378378378	-351.351351351	95.9985822076
-351.351351351	-351.351351351	97.0612090966
-324.324324324	-351.351351351	98.1029918709
-297.297297297	-351.351351351	99.1261529432
-270.27027027	-351.351351351	100.132382628
-243.243243243	-351.351351351	101.122751914
-216.216216216	-351.351351351	102.097623187
-189.189189189	-351.351351351	103.056544447
-162.162162162	-351.351351351	103.998121525
-135.135135135	-351.351351351	104.919868378
-108.108108108	-351.351351351	105.818039795
-81.0810810811	-351.351351351	106.687456551
-54.0540540541	-351.351351351	107.521341149
-27.027027027	-351.351351351	108.311193166
0.0	-351.351351351	109.046745684
27.027027027	-351.351351351	109.716056029
54.0540540541	-351.351351351	110.305790263
81.0810810811	-351.351351351	110.80175431
108.108108108	-351.351351351	111.189697457
135.135135135	-351.351351351	111.456361609
162.162162162	-351.351351351	111.590677382
189.189189189	-351.351351351	111.584935134
216.216216216	-351.351351351	111.435716518
243.243243243	-351.351351351	111.144388998
270.27027027	-351.351351351	110.717049939
297.297297297	-351.351351351	110.163933597
324.324324324	-351.351351351	109.498415974
351.351351351	-351.351351351	108.73582409
378.378378378	-351.351351351	107.892259733
405.405405405	-351.351351351	106.983596437
432.432432432	-351.351351351	106.024733442
459.459459459	-351.351351351	105.029121004
486.486486486	-351.351351351	104.008524168
513.513513514	-351.351351351	102.972969656
540.540540541	-351.351351351	101.930817227
567.567567568	-351.351351351	100.888904723
594.594594595	-351.351351351	99.8527281775
621.621621622	-351.351351351	98.826630557
648.648648649	-351.351351351	97.8139828316
675.675675676	-351.351351351	96.817348571
702.702702703	-351.351351351	95.8386283167
729.72972973	-351.351351351	94.8791831394
756.756756757	-351.351351351	93.9399385601
783.783783784	-351.351351351	93.0214708831
810.810810811	-351.351351351	92.1240782884
837.837837838	-351.351351351	91.2478390068
864.864864865	-351.351351351	90.3926587138
891.891891892	-351.351351351	89.5583090142
918.918918919	-351.351351351	88.7444586151
945.945945946	-351.351351351	87.9506985248
972.972972973	-351.351351351	87.1765623814
1000.0	-351.351351351	86.4215428164
-1000.0	-324.324324324	73.911025776
-972.972972973	-324.324324324	74.4379018952
-945.945945946	-324.324324324	74.9836562847
-918.918918919	-324.324324324	75.5506429608
-891.891891892	-324.324324324	76.1417797828
-864.864864865	-324.324324324	76.7607311422
-837.837837838	-324.324324324	77.4121567336
-810.810810811	-324.324324324	78.1020448222
-783.783783784	-324.324324324	78.8381390142
-756.756756757	-324.324324324	79.6304248008
-729.72972973	-324.324324324	80.4915095361
-702.702702703	-324.324324324	81.436390581
-675.675675676	-324.324324324	82.4804249468
-648.648648649	-324.324324324	83.633568411
-621.621621622	-324.324324324	84.890140676
-594.594594595	-324.324324324	86.2200424872
-567.567567568	-324.324324324	87.5745441219
-540.540540541	-324.324324324	88.908077382
-513.513513514	-324.324324324	90.1951893289
-486.486486486	-324.324324324	91.4294112309
-459.459459459	-324.324324324	92.6136242784
-432.432432432	-324.324324324	93.7531089509
-405.405405405	-324.324324324	94.8530369738
-378.378378378	-324.324324324	95.9180473782
-351.351351351	-324.324324324	96.9522081367
-324.324324324	-324.324324324	97.9589358875
-297.297297297	-324.324324324	98.9409239739
-270.27027027	-324.324324324	99.9001164095
-243.243243243	-324.324324324	100.837697468
-216.216216216	-324.324324324	101.754063453
-189.189189189	-324.324324324	102.648766511
-162.162162162	-324.324324324	103.520434584
-135.135135135	-324.324324324	104.366674765
-108.108108108	-324.324324324	105.18396812
-81.0810810811	-324.324324324	105.967567303
-54.0540540541	-324.324324324	106.711414087
-27.027027027	-324.324324324	107.408100936
0.0	-324.324324324	108.048907469
27.027027027	-324.324324324	108.62394723
54.0540540541	-324.324324324	109.122459386
81.0810810811	-324.324324324	109.533270107
108.108108108	-324.324324324	109.845426097
135.135135135	-324.324324324	110.048967743
162.162162162	-324.324324324	110.135767038
189.189189189	-324.324324324	110.100317681
216.216216216	-324.324324324	109.940347406
243.243243243	-324.324324324	109.657138323
270.27027027	-324.324324324	109.255491383
297.297297297	-324.324324324	108.74334244
324.324324324	-324.324324324	108.131106264
351.351351351	-324.324324324	107.430868877
378.378378378	-324.324324324	106.655557186
405.405405405	-324.324324324	105.818192222
432.432432432	-324.324324324	104.931292496
459.459459459	-324.324324324	104.006452408
486.486486486	-324.324324324	103.054088063
513.513513514	-324.324324324	102.083323262
540.540540541	-324.324324324	101.101980808
567.567567568	-324.324324324	100.116645006
594.594594595	-324.324324324	99.1327665716
621.621621622	-324.324324324	98.1547880665
648.648648649	-324.324324324	97.186274635
675.675675676	-324.324324324	96.2300403579
702.702702703	-324.324324324	95.2882647129
729.72972973	-324.324324324	94.3625965356
756.756756757	-324.324324324	93.4542447659
783.783783784	-324.324324324	92.564056397
810.810810811	-324.324324324	91.6925826531
837.837837838	-324.324324324	90.8401346927
864.864864865	-324.324324324	90.0068301965
891.891891892	-324.324324324	89.1926321398
918.918918919	-324.324324324	88.3973809361
945.945945946	-324.324324324	87.6208209974
972.972972973	-324.324324324	86.8626226158
1000.0	-324.324324324	86.1223999363
-1000.0	-297.297297297	73.5737472363
-972.972972973	-297.297297297	74.0811575166
-945.945945946	-297.297297297	74.6056512726
-918.918918919	-297.297297297	75.1493829344
-891.891891892	-297.297297297	75.7150712625
-864.864864865	-297.297297297	76.3062117289
-837.837837838	-297.297297297	76.9273885119
-810.810810811	-297.297297297	77.5847384795
-783.783783784	-297.297297297	78.2866437143
-756.756756757	-297.297297297	79.044748019
-729.72972973	-297.297297297	79.8753505199
-702.702702703	-297.297297297	80.8009150557
-675.675675676	-297.297297297	81.8502052722
-648.648648649	-297.297297297	83.0522026114
-621.621621622	-297.297297297	84.4150124475
-594.594594595	-297.297297297	85.8934052771
-567.567567568	-297.297297297	87.3912854591
-540.540540541	-297.297297297	88.8251135439
-513.513513514	-297.297297297	90.1668593556
-486.486486486	-297.297297297	91.4247080955
-459.459459459	-297.297297297	92.6138682034
-432.432432432	-297.297297297	93.745805667
-405.405405405	-297.297297297	94.8285098691
-378.378378378	-297.297297297	95.8683302178
-351.351351351	-297.297297297	96.8705959555
-324.324324324	-297.297297297	97.8395729667
-297.297297297	-297.297297297	98.7784440343
-270.27027027	-297.297297297	99.6894111403
-243.243243243	-297.297297297	100.573798832
-216.216216216	-297.297297297	101.432094556
-189.189189189	-297.297297297	102.263935876
-162.162162162	-297.297297297	103.068070738
-135.135135135	-297.297297297	103.842306368
-108.108108108	-297.297297297	104.583455308
-81.0810810811	-297.297297297	105.287288573
-54.0540540541	-297.297297297	105.948510835
-27.027027027	-297.297297297	106.560777002
0.0	-297.297297297	107.116772493
27.027027027	-297.297297297	107.608379842
54.0540540541	-297.297297297	108.026950716
81.0810810811	-297.297297297	108.363692817
108.108108108	-297.297297297	108.610164527
135.135135135	-297.297297297	108.758847433
162.162162162	-297.297297297	108.803742157
189.189189189	-297.297297297	108.740913333
216.216216216	-297.297297297	108.568903135
243.243243243	-297.297297297	108.288945177
270.27027027	-297.297297297	107.904941422
297.297297297	-297.297297297	107.423206444
324.324324324	-297.297297297	106.852023861
351.351351351	-297.297297297	106.201087287
378.378378378	-297.297297297	105.480906617
405.405405405	-297.297297297	104.702250905
432.432432432	-297.297297297	103.875677873
459.459459459	-297.297297297	103.011175377
486.486486486	-297.297297297	102.117918552
513.513513514	-297.297297297	101.204131179
540.540540541	-297.297297297	100.277031771
567.567567568	-297.297297297	99.3428425554
594.594594595	-297.297297297	98.406840999
621.621621622	-297.297297297	97.4734369517
648.648648649	-297.297297297	96.5462624961
675.675675676	-297.297297297	95.6282653613
702.702702703	-297.297297297	94.721799903
729.72972973	-297.297297297	93.8287120602
756.756756757	-297.297297297	92.9504164245
783.783783784	-297.297297297	92.0879647223
810.810810811	-297.297297297	91.2421057484
837.837837838	-297.297297297	90.4133372204
864.864864865	-297.297297297	89.6019502496
891.891891892	-297.297297297	88.8080672126
918.918918919	-297.297297297	88.0316738193
945.945945946	-297.297297297	87.2726461323
972.972972973	-297.297297297	86.5307732319
1000.0	-297.297297297	85.8057761505
-1000.0	-270.27027027	73.2212389189
-972.972972973	-270.27027027	73.7074636353
-945.945945946	-270.27027027	74.2085666339
-918.918918919	-270.27027027	74.7263594257
-891.891891892	-270.27027027	75.2631548005
-864.864864865	-270.27027027	75.8219758442
-837.837837838	-270.27027027	76.4068799783
-810.810810811	-270.27027027	77.0234771528
-783.783783784	-270.27027027	77.6797859098
-756.756756757	-270.27027027	78.3876922532
-729.72972973	-270.27027027	79.1654900549
-702.702702703	-270.27027027	80.0422552757
-675.675675676	-270.27027027	81.0644803073
-648.648648649	-270.27027027	82.3003434421
-621.621621622	-270.27027027	83.8131214295
-594.594594595	-270.27027027	85.5504806709
-567.567567568	-270.27027027	87.2838457068
-540.540540541	-270.27027027	88.8402505433
-513.513513514	-270.27027027	90.2229839172
-486.486486486	-270.27027027	91.4878618286
-459.459459459	-270.27027027	92.6708280182
-432.432432432	-270.27027027	93.7875864573
-405.405405405	-270.27027027	94.8467889639
-378.378378378	-270.27027027	95.8560629578
-351.351351351	-270.27027027	96.8221653461
-324.324324324	-270.27027027	97.7502312347
-297.297297297	-270.27027027	98.6438028035
-270.27027027	-270.27027027	99.5052267642
-243.243243243	-270.27027027	100.335931345
-216.216216216	-270.27027027	101.136512903
-189.189189189	-270.27027027	101.906736509
-162.162162162	-270.27027027	102.645522351
-135.135135135	-270.27027027	103.350933331
-108.108108108	-270.27027027	104.02016281
-81.0810810811	-270.27027027	104.649528267
-54.0540540541	-270.27027027	105.234484445
-27.027027027	-270.27027027	105.769672318
0.0	-270.27027027	106.249019823
27.027027027	-270.27027027	106.665908258
54.0540540541	-270.27027027	107.01341387
81.0810810811	-270.27027027	107.284626328
108.108108108	-270.27027027	107.473033935
135.135135135	-270.27027027	107.572950898
162.162162162	-270.27027027	107.579947505
189.189189189	-270.27027027	107.491233867
216.216216216	-270.27027027	107.305946144
243.243243243	-270.27027027	107.025293315
270.27027027	-270.27027027	106.652541943
297.297297297	-270.27027027	106.192841525
324.324324324	-270.27027027	105.652917589
351.351351351	-270.27027027	105.04067726
378.378378378	-270.27027027	104.36477898
405.405405405	-270.27027027	103.634214455
432.432432432	-270.27027027	102.857939568
459.459459459	-270.27027027	102.044576395
486.486486486	-270.27027027	101.202194325
513.513513514	-270.27027027	100.338167292
540.540540541	-270.27027027	99.4590971018
567.567567568	-270.27027027	98.570789552
594.594594595	-270.27027027	97.6782695765
621.621621622	-270.27027027	96.7858229626
648.648648649	-270.27027027	95.897054342
675.675675676	-270.27027027	95.0149535351
702.702702703	-270.27027027	94.141964526
729.72972973	-270.27027027	93.2800531844
756.756756757	-270.27027027	92.430771287
783.783783784	-270.27027027	91.5953154449
810.810810811	-270.27027027	90.774580289
837.837837838	-270.27027027	89.9692057589
864.864864865	-270.27027027	89.1796186583
891.891891892	-270.27027027	88.4060688244
918.918918919	-270.27027027	87.6486603601
945.945945946	-270.27027027	86.9073784166
972.972972973	-270.27027027	86.1821120204
1000.0	-270.27027027	85.4726734189
-1000.0	-243.243243243	72.855410212
-972.972972973	-243.243243243	73.3190161401
-945.945945946	-243.243243243	73.7949397168
-918.918918919	-243.243243243	74.2845149313
-891.891891892	-243.243243243	74.7894466389
-864.864864865	-243.243243243	75.3119739102
-837.837837838	-243.243243243	75.8551316782
-810.810810811	-243.243243243	76.4231884112
-783.783783784	-243.243243243	77.022416734
-756.756756757	-243.243243243	77.6625353579
-729.72972973	-243.243243243	78.3596079806
-702.702702703	-243.243243243	79.1423698843
-675.675675676	-243.243243243	80.0672073379
-648.648648649	-243.243243243	81.2543209523
-621.621621622	-243.243243243	82.9410615881
-594.594594595	-243.243243243	85.2291163135
-567.567567568	-243.243243243	87.391541726
-540.540540541	-243.243243243	89.0338060522
-513.513513514	-243.243243243	90.3918310696
-486.486486486	-243.243243243	91.6294813429
-459.459459459	-243.243243243	92.7931990222
-432.432432432	-243.243243243	93.8869951704
-405.405405405	-243.243243243	94.9149279672
-378.378378378	-243.243243243	95.8867421743
-351.351351351	-243.243243243	96.8115740759
-324.324324324	-243.243243243	97.6952682601
-297.297297297	-243.243243243	98.5412403635
-270.27027027	-243.243243243	99.3517040618
-243.243243243	-243.243243243	100.128127956
-216.216216216	-243.243243243	100.871228487
-189.189189189	-243.243243243	101.58091289
-162.162162162	-243.243243243	102.256285217
-135.135135135	-243.243243243	102.895677337
-108.108108108	-243.243243243	103.496672207
-81.0810810811	-243.243243243	104.056123413
-54.0540540541	-243.243243243	104.570189494
-27.027027027	-243.243243243	105.034399121
